name,tags,def,alias,source,last_updated
Amazon Connect Customer Services Competency — AWS,aws,An AWS Specialization (announced June 2026) that recognizes Services Partners with validated expertise in transforming enterprise customer experience on Amazon Connect. Partners are validated in two categories: Contact Center Transformation (migrating legacy contact center infrastructure) and AI-Powered Customer Experience (operationalizing AI at scale on Amazon Connect). The Competency replaces the Amazon Connect Service Delivery Program; which is deprecated June 1; 2027. Benefits include $50K Marketing Development Funds (MDF) in both 2026 and 2027; AWS Migration Acceleration Program funding for customer migrations; and dedicated co-selling support.,Related: Marketing Development Funds (MDF) — AWS; AWS Marketplace — AWS,https://aws.amazon.com/about-aws/whats-new/2026/06/aws-announces-amazon-connect-customer-services-competency/,2026-06-30
Suger AI — Suger,suger,An in-product AI copilot embedded across the Suger platform that queries offers; diagnoses failures; fills forms; and navigates the console without requiring users to leave the current page. In co-sell workflows; Suger AI provides autofill from CRM data and AI-mapped fields; reducing manual entry by approximately 80%. Also powers chat-based dashboard creation; automated workflow recommendations; and AI-driven analytics insights within the Suger console. Suger AI is distinct from Insulin; which is the AI layer surfaced to end-buyers and channel partners through embedded marketplace experiences.,Related: Insulin; MCP Integration — Suger; Insulin Agent — Suger,https://www.suger.io/platform/ai-intelligence/,2026-06-30
Insulin Chat — Suger,suger,The conversational interface layer of the Suger Insulin platform through which users interact with Insulin agents in multi-turn threads. Supports streaming token-by-token responses; tool execution with expandable status indicators (running/succeeded/failed); and two safety gates: plan approvals (user confirms a multi-step task before execution) and tool approvals (explicit authorization required before data-modifying actions). Automatically retains conversation history both short-term and across sessions; and supports context chips for attaching files; images; or code snippets to messages. Distinct from Insulin Agent; which is the underlying AI system — Chat is the interface layer that presents Agent responses.,Related: Insulin Agent — Suger; Insulin; Insulin Channel — Suger; Suger AI — Suger,https://doc.suger.io/insulin/chat/,2026-06-30
Business Value Realization (BVR) Competency — AWS,aws; cosell,A standalone AWS Specialization (launched June 2026) that designates AWS Services Partners with demonstrated expertise in connecting customers' AWS technology investments to measurable business outcomes — cost savings; productivity gains; or revenue growth. Validated partners deliver Value Realization Plans linking specific AWS workloads to trackable business results; extending partner engagement beyond technical delivery into post-sales customer success. Benefits include $50K in MDF (2026–2027); priority placement in the AWS Partner Solutions Finder; access to the BVR Toolkit (industry-specific templates; benchmarks; and use case models); and a dedicated Partner Success Specialist. Distinct from the Business Value Realization (BVR) Motion — the Motion is the broader post-sales framework with funding and enablement; the Competency is the formal designation earned to access those Motion benefits.,Related: Business Value Realization (BVR) Motion — AWS; Marketing Development Funds (MDF) — AWS,https://aws.amazon.com/partners/business-value-realization/,2026-06-30
Partner Marketing Center Pro — Azure,azure,The AI-powered tier of Microsoft's Partner Marketing Center; launched in 2026 as part of the Frontier partner push. Eligibility requires an active Microsoft partner benefits package; a Solutions Partner designation; or enrollment in ISV Success. The Pro tier adds AI-driven content generation for marketing campaign assets — decks; social posts; email templates; landing pages; and display ads — created from guided questions about a partner's ideal customer profile; target industries; and value proposition. The standard Partner Marketing Center remains available to all partners; the Pro tier provides audience-specific AI customization plus social and email scheduling and an analytics dashboard.,Related: ISV Success Program — Azure; Frontier Accelerate for Marketplace — Azure; Marketplace Rewards — Azure,https://blogs.microsoft.com/blog/2026/04/21/accelerating-frontier-transformation-with-microsoft-partners/,2026-06-30
Microsoft Publisher Agreement — Azure,azure; offers,The legal contract between Microsoft and publishers transacting on Microsoft Marketplace (commercial marketplace; AppSource; Azure Marketplace). Version 8.0 (effective July 1; 2026) introduced three significant provisions: an AI Systems section requiring publishers to comply with EU AI Act Article 5 prohibited practices and submit AI conformity documentation; a Marketplace Facilitator Tax (MFT) provision where Microsoft collects and remits sales tax in eligible U.S. jurisdictions while publishers remain liable for amounts arising from incorrect information they provide; and a Sovereign Cloud Operator Marketplace section enabling publishers to offer products on SCO-operated clouds where Microsoft acts as agent or commissionaire. For Multiparty Private Offers; the agreement clarifies that the Store Service Fee applies only to the ISV Price; not the partner markup.,Related: Multiparty Private Offer (MPO) — Azure; Marketplace Rewards — Azure; ISV Success Program — Azure,https://learn.microsoft.com/en-us/legal/marketplace/msft-publisher-agreement,2026-06-30
Notion Integration — Suger,suger; integrations,A user-level OAuth 2.0 integration that connects an individual Suger user's Notion workspace account to Suger; enabling Notion workspace access within automation workflows. Each user authenticates independently with their own Notion credentials. Deletion immediately revokes Notion access; to switch accounts; the integration must be deleted and recreated.,Related: Integration; MCP Integration — Suger,https://doc.suger.io/integrations/notion/,2026-06-30
Asana Integration — Suger,suger; integrations,A user-level OAuth 2.0 integration that connects an individual Suger user's Asana account to Suger; enabling task and project management from automation workflows. Supports creating; updating; and managing tasks and projects; updating project status; and accessing workspace data. A separate Asana MCP variant (connecting to mcp.asana.com) is also available for Suger AI tool use within Insulin agents.,Related: Integration; MCP Integration — Suger,https://doc.suger.io/integrations/asana/,2026-06-30
Atlassian Integration — Suger,suger; integrations,A user-level OAuth 2.0 integration that connects an individual Suger user's Atlassian account to Suger; covering Jira (issue tracking); Confluence (documentation); and Bitbucket (code collaboration) under a single integration. Enables auto-creating Jira issues and updating Confluence pages from marketplace automation workflows. Each user authenticates with their own Atlassian credentials; no org-level variant exists.,Related: Integration; MCP Integration — Suger,https://doc.suger.io/integrations/atlassian/,2026-06-30
ClickUp Integration — Suger,suger; integrations,A user-level OAuth 2.0 integration that connects an individual Suger user's ClickUp account to Suger; enabling task and project management from automation workflows. Supports listing workspaces; spaces; folders; and tasks; creating; updating; and retrieving tasks with filtering; adding and retrieving task comments; and fetching task attachments. Suger AI wraps the ClickUp API directly using each user's personal OAuth credentials.,Related: Integration; MCP Integration — Suger,https://doc.suger.io/integrations/clickup/,2026-06-30
Monday.com Integration — Suger,suger; integrations,A user-level OAuth 2.0 integration that connects an individual Suger user's Monday.com account to Suger; providing access to boards; workspaces; and user-specific data within automation workflows. Each user authenticates with their own Monday.com credentials; no org-level variant exists.,Related: Integration; MCP Integration — Suger,https://doc.suger.io/integrations/monday/,2026-06-30
GitHub Integration — Suger,suger; integrations,A Suger integration available in two variants: an org-level GitHub App installation (requires org owner/admin privileges; provides org-wide repository access) and a user-level personal OAuth connection. When both are active; the user-level connection takes precedence. Supports tracking repository activity; correlating development data with marketplace sales operations; and using GitHub tooling via Suger AI Insulin agents.,Related: Integration; MCP Integration — Suger,https://doc.suger.io/integrations/github/,2026-06-30
GitLab Integration — Suger,suger; integrations,A Suger integration for automating developer workflows in GitLab — browsing projects and groups; reading and writing repository files; branches; and commits; managing issues and merge requests; and driving CI/CD pipelines; jobs; and releases. Supports an org-level access token (service account; Group Access Token; or personal access token; including self-managed GitLab instances) or a user-level OAuth connection to GitLab.com. Access tokens expire and must be rotated and reconnected before they lapse; or GitLab calls start failing; the integration cannot be edited in place; only deleted and recreated.,Related: GitHub Integration — Suger; Integration,https://doc.suger.io/integrations/gitlab/,2026-07-10
Databricks Integration — Suger,suger; integrations,A Suger integration with the Databricks Data Intelligence Platform for automating data and AI workflows — executing SQL queries; uploading data files; and triggering Databricks jobs from within Suger. Authenticates via a personal access token or an OAuth service principal (client ID and client secret) plus the Databricks host URL. Distinct from Databricks Marketplace; which is Databricks' own product marketplace rather than this data-platform connector. Cannot be edited after creation — credentials must be updated by deleting and recreating the integration.,Related: Databricks Marketplace; Google BigQuery Integration,https://doc.suger.io/integrations/databricks/,2026-07-10
Snowflake Marketplace Integration — Suger,suger; snowflake; integrations,Suger's organization-level connection to Snowflake Marketplace; the platform vendors use to discover; evaluate; and monetize data applications and services. Distinct from Snowflake Integration; which streams Suger's own marketplace data into a Snowflake data warehouse — this integration connects to Snowflake's data-application marketplace itself for billing and product-listing management. Requires an active Snowflake account with API access and marketplace billing permissions; cannot be edited after creation; only deleted and recreated; which does not affect data already stored in Snowflake Marketplace.,Related: Snowflake Integration; Snowflake Marketplace — Snowflake,https://doc.suger.io/snowflake-marketplace/integration/,2026-07-20
AWS Marketplace Integration — Suger,suger; aws; integrations,Suger's organization-level connection to AWS Marketplace for consolidated billing; procurement; and usage metering across an ISV's SaaS listings. Setup requires an active AWS Marketplace seller account; an AWS account with marketplace API access; and appropriate IAM permissions; authorization runs through OAuth with a seller account; then selecting the linked AWS accounts to sync. Distinct from AWS ACE Integration (co-sell and funding data) and AWS Billing Integration (organization-wide cost management) — this integration is specifically the core marketplace listing; procurement; and metering connection. Cannot be edited after creation — deleting it may affect active marketplace subscriptions and billing relationships.,Related: AWS Marketplace — AWS; AWS ACE Integration; AWS Billing Integration — Suger,https://doc.suger.io/aws-marketplace/integration/,2026-07-20
AWS Billing Integration — Suger,suger; aws; integrations,Suger's organization-level connection to AWS billing infrastructure for syncing billing data; managing costs; and centralizing financial operations across an ISV's AWS accounts. Requires an AWS Organization master or linked account with Billing and Cost Management permissions; authenticated via OAuth; with no user-level option. The integration cannot be edited after creation — changes require deleting and recreating it; which can disrupt billing data sync and cost reporting until reconnected.,Related: Marketplace Data Feed Service (MDFS) — AWS; Marketplace Commerce Analytics Service (MCAS) — AWS,https://doc.suger.io/integrations/aws-billing/,2026-07-10
Azure Marketplace Integration — Suger,suger; azure; integrations,Suger's organization-level connection to Azure Marketplace for consolidated billing; procurement; and usage metering across an ISV's Azure SaaS listings. Setup requires an active Azure Marketplace seller account; a Microsoft Partner Network (MPN) account; and an Azure subscription with marketplace permissions; authorization runs through Microsoft/Azure OAuth with selectable target subscriptions. The integration cannot be edited in place — deleting and recreating it can disrupt active marketplace subscriptions and billing relationships until reconnected.,Related: Microsoft Marketplace — Azure; Partner Center — Azure; Microsoft AI Cloud Partner Program (MPN) — Azure,https://doc.suger.io/azure-marketplace/integration/,2026-07-20
Azure Co-sell Integration — Suger,suger; azure; cosell; integrations,Suger's organization-level connection to Microsoft's co-sell program through the One Commercial Partner (OCP) ecosystem; letting ISVs manage joint-selling opportunities with Microsoft sales teams inside Suger. Setup requires an active Microsoft Partner Network (MPN) account; Azure Active Directory tenant access; enrollment in the Azure Co-sell program; and the right Partner Center role; authorization runs through Microsoft OAuth with configurable opportunity-sync settings. Cannot be edited after creation — deleting and recreating it can affect active co-sell opportunities and partner relationships.,Related: Microsoft-Sourced Opportunity Referral (MSOR) — Azure; Co-Sell Insights — Suger; Co-sell Intelligence — Suger,https://doc.suger.io/integrations/azure-cosell/,2026-07-10
GCP Marketplace Integration — Suger,suger; gcp; integrations,Suger's organization-level connection to Google Cloud Marketplace for unified billing; procurement; and usage tracking across an ISV's GCP SaaS listings. Setup requires an active Google Cloud Marketplace seller account with completed seller onboarding and a GCP organization with billing enabled; authorization runs through Google Cloud OAuth with selectable GCP projects. Cannot be edited after creation — deleting the integration may affect active marketplace subscriptions and billing relationships.,Related: GCP Marketplace — GCP; Producer Portal — GCP,https://doc.suger.io/gcp-marketplace/integration/,2026-07-20
GCP Co-sell Integration — Suger,suger; gcp; cosell; integrations,Suger's organization-level connection to Google Cloud's co-sell program through Partner Advantage; letting ISVs manage joint-selling opportunities with Google Cloud sales teams inside Suger. Setup requires active Google Cloud Partner Advantage membership; enrollment in the GCP Co-sell program; and Partner Administrator access; sellers add Suger's Google Service Account as an Integrator in the Partner Network Hub; then enter their Partner ID in Suger to complete the connection. Cannot be edited after creation — deleting and recreating it can affect active co-sell opportunities and partner relationships.,Related: Google Cloud Partner Network — GCP; Google Cloud Partner Agent — GCP; Co-Sell Insights — Suger,https://doc.suger.io/integrations/gcp-cosell/,2026-07-10
AWS China Marketplace Integration — Suger,suger; aws; integrations,An org-level OAuth integration that connects a Suger organization to AWS China Marketplace — a localized marketplace for mainland China operated by AWS's local China partners. Enables marketplace seller operations within the China region; distinct from the standard global AWS Marketplace integration. Requires an AWS China Marketplace seller account; an AWS China region account with marketplace access; and localized business credentials for the China region. Deletion may impact active marketplace subscriptions in the China region.,Related: Integration; Alibaba Marketplace Integration — Suger,https://doc.suger.io/integrations/aws-china-marketplace/,2026-06-30
Dropbox Integration — Suger,suger; integrations,A Suger integration available in two variants: an org-level Dropbox Business connection (requires admin privileges; adds team member info and team-wide file access) and a user-level personal account connection (limited to personal files and folders). Supports reading file metadata and content; writing files; and managing sharing. Deletion removes credentials from Suger but requires separate disconnection at dropbox.com to fully revoke access.,Related: Integration; Google Drive Integration; Google Cloud Storage Integration,https://doc.suger.io/integrations/dropbox/,2026-06-30
Google Calendar Integration — Suger,suger; integrations,An org-level Suger integration that uses a GCP service account with Domain-wide Delegation to manage Google Calendar on behalf of a specified user email. Unlike OAuth-based Suger integrations; authentication requires uploading a GCP service account JSON key file rather than a personal sign-in. Capabilities include creating; updating; deleting; and listing calendars and events (including recurring events and Google Meet links); free/busy queries for scheduling; natural language event creation; and calendar sharing and ACL management. Requires a GCP project with the Calendar API enabled and the Service Account Token Creator IAM role.,Related: Integration; Gmail Integration; Google Drive Integration,https://doc.suger.io/integrations/google-calendar/,2026-06-30
DNS Email Integration — Suger,suger; integrations,An org-level Suger integration that enables sending workflow and notification emails from a custom verified domain instead of Suger's default noreply@suger.io address. Authentication is via DNS record verification (DKIM; SPF; MX; DMARC) using AWS SES domain identity rather than OAuth or API key. Supports DKIM-signed outbound mail for deliverability; custom MAIL FROM subdomains with SPF alignment; DMARC policy configuration; and per-workflow sender overrides for local-part and display name. Requires DNS zone control for the sending domain.,Related: Integration; Gmail Integration; OAuth 2.0 Integration,https://doc.suger.io/integrations/dns-email/,2026-06-30
AWS EMEA SARL — AWS,aws,The Luxembourg-headquartered Amazon.com subsidiary (established July 1; 2018) that operates AWS Marketplace and acts as merchant of record for all EMEA transactions — covering Europe; the Middle East; and Africa except Turkey and South Africa. When an EMEA-region account purchases through AWS Marketplace; the contracting entity is AWS EMEA SARL rather than Amazon Web Services; Inc.; and it issues all applicable VAT invoices and handles regional tax compliance across its 25+ branch offices. ISVs selling on AWS Marketplace receive a separate disbursement from AWS EMEA SARL for EMEA sales; distinct from non-EMEA disbursements issued by Amazon Web Services; Inc. — requiring sellers to reconcile two payout sources in financial reporting.,Related: Seller of Record; AWS Marketplace — AWS; Disbursement; Private Offer — AWS,https://aws.amazon.com/legal/aws-emea/,2026-07-03
Insulin Custom Apps — Suger,suger,An AI-assisted app builder within Suger Insulin that generates interactive dashboards; forms; and workflow tools from natural-language prompts — without requiring separate product engineering. Apps are compiled from multi-file source code including App.tsx components; shared at the org level; and governed by integration permissions that control which Suger data and external connectors each app can access. Custom Apps complement Insulin Chat for cases where a recurring; shared interactive interface is more efficient than a conversational session — such as a persistent revenue dashboard or a structured deal-submission form used daily across a team.,Related: Insulin Agent — Suger; Insulin Chat — Suger; Insulin Jobs — Suger,https://doc.suger.io/insulin/custom-apps/,2026-07-06
Insulin Knowledge Bases — Suger,suger,Searchable document collections stored within Suger Insulin that agents retrieve at query time to ground responses in org-specific content — runbooks; deal notes; product documentation; and playbooks. Knowledge Bases extend Insulin Agents beyond platform data by ingesting proprietary internal files; chunking and indexing them for semantic search; and automatically surfacing the most relevant chunks when a Knowledge Base is attached to an agent's configuration. Agents can answer questions and generate outputs requiring company-specific context without that information needing to live inside the Suger platform itself.,Related: Insulin Agent — Suger; Insulin Skill — Suger; Insulin Chat — Suger,https://doc.suger.io/insulin/knowledge-base/,2026-07-06
Partner Relationship Management (PRM) — Suger,suger,Suger's Partner Relationship Management product that unifies cloud marketplace co-sell workflows; channel partner management; commission automation; and partner enablement in one platform — eliminating the need for separate CRM plugins; spreadsheets; and standalone LMS tools. Core capabilities include deal registration via public forms that auto-sync to Salesforce or HubSpot; automated commission calculation and SPIFF programs triggered at deal closure; a white-label branded partner portal deployable in five days; and a built-in LMS for partner certification tracking. Unlike generic PRM systems; Suger PRM is purpose-built for organizations running both cloud marketplace co-sell motions and traditional channel reseller programs — giving partner managers a single interface for hyperscaler-driven and direct channel pipeline.,Related: Partner Relationship Management (PRM) System; Partner Portal — Suger; Commission Plan — Suger; Learning Management System (LMS) — Suger,https://doc.suger.io/prm/,2026-08-31
LicenseArn — AWS,aws,An Amazon Resource Name (ARN) that uniquely identifies each active software license issued under AWS Marketplace Concurrent Agreements. Required in all SaaS listings supporting Concurrent Agreements (mandatory for new listings as of June 1; 2026); LicenseArn is the primary key passed to ResolveCustomer; GetEntitlements; and BatchMeterUsage API calls — replacing the prior product-code and account-ID model for entitlement and metering lookup. A single AWS account can hold multiple active LicenseArns for the same product simultaneously; each with independent terms and pricing; sellers must store and pass the correct LicenseArn per license to accurately track and bill each subscription.,Related: Concurrent Agreements — AWS; Entitlement; Metered Billing,https://aws.amazon.com/blogs/awsmarketplace/complete-guide-to-upgrading-your-saas-product-to-aws-marketplace-concurrent-agreements/,2026-08-31
Joint Planning — Azure,azure; cosell,An always-on Partner Center co-sell workflow (GA February 2026) that connects ISVs and channel partners with Microsoft Small Medium Enterprise & Channel (SME&C) sellers on shared customer accounts. Partners gain early access to Microsoft-generated leads and customer insights from SME&C seller data; leads accepted through Joint Planning convert directly into co-sell opportunities tracked in Partner Center. Unlike standard co-sell referral submission — where partners initiate by sharing an opportunity — Joint Planning is Microsoft-initiated: SME&C sellers surface accounts they believe a partner can help activate; and the partner responds.,Related: Co-sell Eligible / Incentivized — Azure; APN Customer Engagements (ACE) — AWS; Partner Center — Azure,https://learn.microsoft.com/en-us/partner-center/announcements/2026-february,2026-07-06
Co-sell Referral Quality — Azure,azure; cosell,An automated quality gate Microsoft introduced in Partner Center (GA May 2026) that evaluates every inbound co-sell referral at submission against five mandatory fields: solution area or play; estimated deal value; estimated close date; customer need description; and customer contact consent. Referrals missing any required field are held or declined automatically rather than routed to a Microsoft seller; referrals passing all five fields are auto-routed to the right seller without manual review. High-quality referrals — those with complete fields plus an ACR value — receive faster seller assignment and higher engagement priority. The Azure equivalent of AWS's Opportunity Quality Score for prioritizing co-sell pipeline.,AWS equivalent: Opportunity Quality Score — AWS | Related: Co-sell Eligible / Incentivized — Azure; Partner Center — Azure; Azure Consumed Revenue (ACR) — Azure,https://learn.microsoft.com/en-us/partner-center/announcements/2026-may,2026-07-06
Marketplace Listing Association — AWS,aws; cosell; offers,A Partner Central feature (GA July 1; 2026) that lets AWS Partners link one or more AWS Marketplace solution listings directly to a co-sell opportunity in ACE. Once associated; the linked listing appears alongside the opportunity in the Partner Central pipeline view; giving AWS field sellers full context on which products are being co-sold without requiring a separate lookup. Listing association is required for certain co-sell motions where the Marketplace transaction is the intended deal vehicle — connecting the co-sell engagement record to the transactable product the customer will ultimately purchase.,Related: APN Customer Engagements (ACE) — AWS; AWS Partner Central Agents — AWS; Listing; AWS Marketplace — AWS,https://aws.amazon.com/about-aws/whats-new/2026/07/aws-marketplace-co-selling-support/,2026-07-06
PostHog Integration — Suger,suger; integrations,A Suger integration with PostHog; connected via a personal API key; giving Suger's AI agent 66 actions across events; insights; cohorts; feature flags; and experiments. It is the first product-analytics integration in Suger; distinct from existing data-warehouse connectors like BigQuery and Databricks; which move data rather than surface product usage signals.,Related: Google BigQuery Integration; Databricks Integration — Suger,https://doc.suger.io/integrations/posthog/,2026-07-20
Mailchimp Integration — Suger,suger; integrations,A Suger integration with Mailchimp; connected via OAuth on a per-user basis; giving Suger's AI agent 34 actions across audiences; contacts; campaigns; segments; templates; e-commerce data; and automations and reports. It is the first email-marketing automation integration in Suger; distinct from existing comms integrations like Slack; Teams; or Gmail; which handle messaging rather than campaign and audience management.,Related: HubSpot Integration; Salesforce Integration,https://doc.suger.io/integrations/mailchimp/,2026-08-31
QuickBooks Integration — Suger,suger; integrations,Suger's connection to QuickBooks accounting software; enabling ISVs to sync invoices; payments; and revenue data from Suger into their QuickBooks instance for financial reporting.,Related: NetSuite Integration,https://doc.suger.io/integrations/quickbooks/,2026-07-20
Partner Lead Prospecting — AWS,aws; cosell,An AI-powered feature in AWS Partner Central that generates personalized sales plays; call scripts; and email templates tailored to a target customer's industry and the partner's own portfolio. Available to all ACE-eligible partners via the Leads page or the AWS Partner Central MCP server; announced July 9; 2026.,Related: APN Customer Engagements (ACE) — AWS; AWS Partner Central Agents — AWS,https://aws.amazon.com/about-aws/whats-new/2026/07/aws-partner-central-prospecting/,2026-07-20
Collaboration Score — Suger,suger; cosell,A Suger feature (shipped June 2026) that ranks cloud partner contacts by engagement quality rather than raw activity volume; surfacing which AWS; Azure; or GCP partner-side contacts are most likely to drive a successful co-sell outcome. The score appears in the Salesforce widget; account mapping views; and cloud rep profiles; helping ISVs prioritize outreach toward the relationships most likely to convert into active co-sell engagement.,Related: Account Mapping — Suger; Co-sell; APN Customer Engagements (ACE) — AWS,https://www.suger.io/resources/blog/product-updates-june-2026,2026-07-27
Co-Sell Metrics Dashboard — Suger,suger; cosell,A three-tab reporting dashboard in Suger (shipped April 2026) that tracks co-sell performance across cloud providers — win rates by provider; closed-won revenue; and pipeline health. It includes AI-assisted failure and duplicate detection that flags broken co-sell referral syncs and auto-suggests fixes; plus a sync workflow log for auditing CRM-to-cloud-partner data flows. Designed to give partner managers a single reporting surface instead of stitching together per-cloud exports.,Related: Account Mapping — Suger; Co-sell,https://www.suger.io/resources/blog/product-updates-april-2026,2026-07-27
PRM Journeys — Suger,suger,A Suger PRM feature that sequences partners through a structured lifecycle — onboarding; certification; content refreshers; and tier progression from Gold to Platinum — with automated tracking of training completion; certification status; and engagement. Partners get self-service visibility into their own progress; while partner managers get a single view of where every partner sits in the journey without manually chasing status updates. Journeys sit on top of the existing Partner Portal and LMS; turning static tier structures into an actively managed progression path.,Related: Partner Relationship Management (PRM) — Suger; Learning Management System (LMS) — Suger; Partner Portal — Suger,https://www.suger.io/resources/blog/prm-journeys-keep-partners-engaged,2026-07-27
Cloud Commerce Producer API — GCP,gcp; offers,Google Cloud's API (announced July 2026) that lets ISVs (producers) programmatically create; manage; and publish private offers on GCP Marketplace — extending Google's existing Procurement API; which only handles entitlement-lifecycle events; to cover offer creation itself. Before this API; private offers could only be created through the Producer Portal UI; so this brings GCP's private-offer workflow in line with the programmatic offer-management APIs already available on AWS and Azure.,AWS equivalent: AWS Marketplace Catalog API — AWS | Azure equivalent: SaaS Fulfillment API — Azure | Related: Procurement API — GCP,https://cloud.google.com/marketplace/docs/partners/release-notes,2026-07-27
AWS Marketplace Single Pane of Glass (SPG) Dashboard — AWS,aws,A unified reporting dashboard for AWS Marketplace ISVs and channel partners that consolidates listing performance; customer agreements; and search performance metrics into a single view. Replaces the need to cross-reference multiple separate seller reports for a consolidated picture of marketplace performance.,Related: AWS Marketplace Management Portal (AMMP) — AWS,https://aws.amazon.com/blogs/awsmarketplace/deploy-aws-marketplace-spg-dashboard-unified-insights/,2026-07-27
Co-Sell MCP Server — Suger,suger; cosell; integrations,A Model Context Protocol (MCP) server; narrower in scope than the general-purpose Suger MCP Server; that lets reps run co-sell operations in natural language directly from Claude Desktop; Cursor; or VS Code — drafting referrals; checking opportunity status; and syncing updates to Salesforce without switching tools. Shipped June 2026 as a co-sell-focused companion to Suger's broader MCP offering.,Related: Suger MCP Server; Co-sell; Account Mapping — Suger,https://www.suger.io/resources/blog/product-updates-june-2026,2026-07-27
Partner Center Agent — Azure,azure; operations,Microsoft's AI assistant embedded in Partner Center; launched in 2025 with support for eight locales and focused on Commercial and Marketplace partner workflows — guiding ISVs through program enrollment; offer publishing; and co-sell steps via natural language. Broader integration opened up in July 2026; extending the assistant's reach across more partner workflows. Partner Center Agent parallels AWS Partner Central Agents and Google Cloud Partner Agent as Microsoft's own AI-native layer within its partner operations platform.,AWS equivalent: AWS Partner Central Agents — AWS | GCP equivalent: Google Cloud Partner Agent — GCP | Related: Partner Center — Azure,https://learn.microsoft.com/en-us/partner-center/enroll/partner-center-agent,2026-08-03
Request Private Offer — Azure,azure; offers,A self-service option ISVs can enable on a Microsoft Marketplace listing that lets buyers request a private offer with custom pricing and terms directly from the listing page; instead of starting a separate sales conversation. Requests route through existing lead-management channels — Marketplace referrals; APIs; or connected CRMs — into the ISV's normal pipeline. Available for SaaS offers; Azure application offers; Azure container offers; and Azure Virtual Machines offers; disabled by default and toggled per listing.,Related: Multiparty Private Offer (MPO) — Azure; Private Plan — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/determine-your-listing-type#listing-options-by-offer-type,2026-08-03
AI Insights — AWS,aws,AI-generated explanations that appear directly in the pricing section of an AWS Marketplace listing; translating a product's pricing model into plain language before a buyer purchases. AI Insights clarifies what a pricing unit corresponds to and projects how a buyer's bill changes as usage scales; citing the underlying pricing data as its source. Rolled out across all AWS Marketplace commercial regions in August 2026 to reduce pre-purchase pricing confusion on usage-based and tiered listings.,Related: Listing; SaaS Subscription Pricing — AWS; Buyer,https://aws.amazon.com/about-aws/whats-new/2026/08/aws-marketplace-ai-insights,2026-08-09
SCA Goal Tracking — Suger,suger; cosell,A Suger Console feature that tracks a partner's progress against the joint business goals and co-sell targets defined in an AWS Strategic Collaboration Agreement (SCA); surfacing milestone attainment alongside other co-sell metrics. Shipped in Suger's June 2026 product update alongside Co-Sell MCP Server and Collaboration Score. It gives Partner Managers a single view of SCA commitment progress without manually cross-referencing AWS Partner Central.,Related: Strategic Collaboration Agreement (SCA) — AWS; Co-Sell Metrics Dashboard — Suger; Collaboration Score — Suger,https://www.suger.io/resources/blog/product-updates-june-2026/,2026-08-09
AI Agents & Tools — AWS,aws; offers,A dedicated AWS Marketplace listing category for AI agents (autonomous systems that reason; plan; and act on a buyer's behalf) and AI tools (guardrails; knowledge bases; integration protocols; and business-logic components that support them). Listings support two deployment options — API-based access to a vendor-hosted agent; or container deployment into the buyer's own AWS environment — and many integrate with Amazon Bedrock AgentCore and the Model Context Protocol (MCP) for use in agentic workflows. Buyers discover listings via semantic search or category browsing; distinct from the standard SaaS/AMI/container catalog structure.,GCP equivalent: AI Agent Listing — GCP | Azure equivalent: AI Apps and Agents — Azure | Suger equivalent: Insulin | Related: Agent Mode — AWS; AWS AI Competency — Agentic AI Categories — AWS,https://docs.aws.amazon.com/marketplace/latest/buyerguide/buyer-ai-agents-products.html,2026-08-17
Buy with AWS — AWS,aws; offers,A procurement widget that AWS Marketplace sellers embed on their own website; letting buyers request a purchase and complete checkout through AWS Marketplace without leaving the seller's page. A buyer selects Buy with AWS and submits a short form (AWS Account ID; company name; contact details); the seller's team then creates a private offer that the buyer accepts back on AWS Marketplace to finish the transaction. It moves marketplace discovery onto partner-owned marketing pages while keeping billing; entitlements; and disbursement inside AWS Marketplace.,Related: AWS Marketplace Storefront — AWS; Private Offer — AWS; Express Private Offer — AWS,https://docs.aws.amazon.com/marketplace/latest/storefrontguide/storefronts-buy-with-aws.html,2026-08-17
Software Path — AWS,aws; cosell,One of five AWS Partner Paths — alongside Hardware; Services; Training; and Distribution — for organizations that develop software running on or integrating with AWS. Enrolling in the Software Path is the entry point into the AWS Partner Network for most ISVs; unlocking Partner Central; technical enablement content; AWS Marketplace listing; and the Foundational Technical Review; it's a prerequisite for ISV Accelerate; AWS Competencies; and every AWS funding program. AWS renamed the prior 'ISV Partner Path' to the Software Path in 2026; and partners progress through Registered; Validated; and Differentiated stages tracked in the Partner Scorecard.,Related: AWS Partner Network (APN) — AWS; Foundational Technical Review (FTR) — AWS; ISV Accelerate — AWS; Partner Central 3.0 (PC3.0) — AWS,https://aws.amazon.com/partners/paths/,2026-08-17
Managed Buyer Notifications — AWS,aws; operations,AWS Marketplace's buyer-facing notification system; built on AWS User Notifications; that lets buyers subscribe to four categories — Products and Solutions; Agreements and Subscriptions; Private Offers; and Pricing Changes — and route each to a channel of their choice; including email; the AWS Console Mobile Application; Slack; or Microsoft Teams. It replaces the prior model where every buyer notification went only to the AWS account root email with no category control. All categories are enabled by default and delivered to the root email until reconfigured; category-based subscriptions become mandatory behavior in January 2027.,Related: Private Offer — AWS; Amazon EventBridge Marketplace Integration — AWS,https://aws.amazon.com/about-aws/whats-new/2026/08/aws-marketplace-managed-buyer-notifications/,2026-08-17
